Open time	Open	High	Low	Close	Volume	EMA_fast	EMA_slow	SMA_short	SMA_mid	SMA_long	RSI
2025-02-28 08:18:00	2.1988	2.2001	2.1975	2.1995	842903.5						
2025-02-28 08:19:00	2.1996	2.2012	2.1976	2.1976	201141.0						
2025-02-28 08:20:00	2.1975	2.1992	2.1956	2.1957	408436.5						
2025-02-28 08:21:00	2.1957	2.1984	2.1952	2.1973	127510.6						
2025-02-28 08:22:00	2.1974	2.1989	2.1969	2.1973	419508.8						
2025-02-28 08:23:00	2.1974	2.1983	2.1948	2.1948	306805.9						
2025-02-28 08:24:00	2.1948	2.1948	2.1939	2.1943	150391.6			2.1966			
2025-02-28 08:25:00	2.1943	2.1949	2.1936	2.1943	288715.1			2.1959			
2025-02-28 08:26:00	2.1943	2.1966	2.1941	2.1947	86629.0			2.1955			
2025-02-28 08:27:00	2.1947	2.1967	2.1941	2.1962	160304.1			2.1956			
2025-02-28 08:28:00	2.1962	2.1988	2.1956	2.1971	148812.1			2.1955			49.8583
2025-02-28 08:29:00	2.1971	2.1987	2.1966	2.1987	107402.5			2.1957			60.376
2025-02-28 08:30:00	2.1988	2.1995	2.1962	2.1963	269999.4			2.1959			44.7362
2025-02-28 08:31:00	2.1963	2.1971	2.1943	2.1947	166641.2			2.196			37.5341
2025-02-28 08:32:00	2.1947	2.1954	2.1933	2.1943	113964.9			2.196	2.1962		35.9275
2025-02-28 08:33:00	2.1943	2.1967	2.1943	2.1963	179154.3			2.1962	2.196		48.2371
2025-02-28 08:34:00	2.1962	2.1981	2.1941	2.1981	138279.8			2.1965	2.196		56.5791
2025-02-28 08:35:00	2.198	2.2026	2.1978	2.2017	342374.2			2.1972	2.1964		68.0289
2025-02-28 08:36:00	2.2017	2.2021	2.1999	2.2009	389854.4			2.1975	2.1966		63.8703
2025-02-28 08:37:00	2.2009	2.2025	2.2006	2.2011	247052.6	2.197		2.1982	2.1969		64.4735
2025-02-28 08:38:00	2.201	2.2072	2.2008	2.2067	718739.1	2.198		2.1999	2.1977		76.619
2025-02-28 08:39:00	2.2067	2.2073	2.2037	2.2052	338122.6	2.1987		2.2014	2.1984		69.5432
2025-02-28 08:40:00	2.2051	2.2052	2.2026	2.2036	211623.3	2.1991		2.2025	2.199		62.6824
2025-02-28 08:41:00	2.2035	2.2038	2.2012	2.2015	111858.0	2.1994		2.203	2.1995		54.7985
2025-02-28 08:42:00	2.2015	2.2015	2.199	2.1993	338585.1	2.1993		2.2026	2.1997		47.8003
2025-02-28 08:43:00	2.1992	2.2008	2.199	2.199	328633.8	2.1993		2.2023	2.1998		46.8929
2025-02-28 08:44:00	2.199	2.1991	2.1963	2.1963	184119.3	2.199		2.2017	2.1997		39.4116
2025-02-28 08:45:00	2.1963	2.1968	2.1957	2.1961	148324.1	2.1987		2.2001	2.1997		38.9008
2025-02-28 08:46:00	2.1961	2.1979	2.1954	2.1976	187710.6	2.1986		2.1991	2.1998		44.8566
2025-02-28 08:47:00	2.1977	2.2003	2.1976	2.1994	173603.4	2.1987		2.1985	2.2002		51.1992
2025-02-28 08:48:00	2.1994	2.2006	2.1971	2.1973	242754.2	2.1986		2.1979	2.2003		44.5559
2025-02-28 08:49:00	2.1972	2.1974	2.1958	2.1958	127433.6	2.1983		2.1974	2.2001		40.3959
2025-02-28 08:50:00	2.1958	2.1972	2.1958	2.1962	98906.9	2.1981		2.197	2.1997		42.0004
2025-02-28 08:51:00	2.1962	2.1972	2.195	2.1969	160388.7	2.198		2.197	2.1995		44.8853
2025-02-28 08:52:00	2.1969	2.197	2.195	2.1969	174755.0	2.1979		2.1972	2.1992		44.8853
2025-02-28 08:53:00	2.1969	2.1986	2.1969	2.1976	111683.4	2.1979		2.1972	2.1986		48.0739
2025-02-28 08:54:00	2.1975	2.2004	2.1975	2.2003	127589.9	2.1981		2.1973	2.1983		58.3907
2025-02-28 08:55:00	2.2003	2.2004	2.1991	2.1998	198815.5	2.1983		2.1976	2.198		56.0973
2025-02-28 08:56:00	2.1998	2.2016	2.1993	2.2016	189322.2	2.1986		2.1985	2.198		62.0581
2025-02-28 08:57:00	2.2015	2.2016	2.1983	2.1989	187234.3	2.1986		2.1989	2.198		50.6065
2025-02-28 08:58:00	2.1989	2.1998	2.1985	2.1997	144454.8	2.1987		2.1993	2.198		53.4353
2025-02-28 08:59:00	2.1997	2.2002	2.1967	2.1973	221322.1	2.1986		2.1993	2.1981		44.8696
2025-02-28 09:00:00	2.1973	2.1996	2.1968	2.1976	375878.7	2.1985		2.1993	2.1982		46.0703
2025-02-28 09:01:00	2.1975	2.2004	2.194	2.194	511413.2	2.1981		2.1984	2.198		35.7026
2025-02-28 09:02:00	2.194	2.2009	2.194	2.1997	311057.2	2.1982		2.1984	2.198		53.9385
2025-02-28 09:03:00	2.1996	2.1996	2.1947	2.1974	200010.5	2.1981		2.1978	2.198		47.8535
2025-02-28 09:04:00	2.1975	2.1993	2.1945	2.1985	372233.5	2.1982		2.1977	2.1982		50.8029
2025-02-28 09:05:00	2.1984	2.2004	2.1976	2.1996	381047.8	2.1983		2.1977	2.1984		53.7118
2025-02-28 09:06:00	2.1996	2.1996	2.1925	2.1928	352254.5	2.1978		2.1971	2.1981		38.1984
2025-02-28 09:07:00	2.1928	2.1934	2.1899	2.1915	783927.3	2.1972	2.1979	2.1962	2.1978	2.1979	35.9903
2025-02-28 09:08:00	2.1916	2.1931	2.1902	2.1929	360999.6	2.1968	2.1977	2.1961	2.1974	2.1978	40.1314
2025-02-28 09:09:00	2.1928	2.1967	2.1925	2.1938	379704.0	2.1965	2.1976	2.1952	2.197	2.1977	42.7757
2025-02-28 09:10:00	2.1937	2.1944	2.1913	2.1916	323617.8	2.196	2.1973	2.1944	2.1965	2.1976	38.1938
2025-02-28 09:11:00	2.1916	2.1929	2.1898	2.1898	441870.1	2.1954	2.197	2.1931	2.1957	2.1975	34.8046
2025-02-28 09:12:00	2.1897	2.1927	2.1894	2.1922	251054.5	2.1951	2.1968	2.1921	2.1952	2.1974	42.3795
2025-02-28 09:13:00	2.1921	2.1925	2.1865	2.1875	469270.0	2.1944	2.1965	2.1913	2.1944	2.1972	33.8274
2025-02-28 09:14:00	2.1875	2.1887	2.186	2.1879	378203.5	2.1938	2.1961	2.1908	2.1938	2.1971	35.0665
2025-02-28 09:15:00	2.188	2.1894	2.185	2.1858	719024.0	2.193	2.1957	2.1898	2.193	2.1969	31.6134
2025-02-28 09:16:00	2.1858	2.1893	2.1856	2.1881	1024350.9	2.1926	2.1954	2.189	2.1926	2.1968	38.9316
2025-02-28 09:17:00	2.1881	2.1907	2.1859	2.186	611308.4	2.1919	2.1951	2.1882	2.1917	2.1966	35.1189
2025-02-28 09:18:00	2.186	2.1901	2.1853	2.1862	435864.4	2.1914	2.1947	2.1877	2.1909	2.1964	35.7844
2025-02-28 09:19:00	2.1862	2.1901	2.1862	2.1896	343928.4	2.1912	2.1945	2.1873	2.1904	2.1962	46.2064
