Open time	Open	High	Low	Close	Volume
2025-01-30 18:00:00	1.2044	1.2191	1.202	1.2119	17824689.1
2025-01-30 19:00:00	1.2118	1.2195	1.1964	1.2176	15146296.1
2025-01-30 20:00:00	1.2175	1.2188	1.2005	1.2044	12233597.1
2025-01-30 21:00:00	1.2044	1.2141	1.1823	1.1901	22126255.9
2025-01-30 22:00:00	1.1901	1.2192	1.1823	1.219	26007038.5
2025-01-30 23:00:00	1.2188	1.2622	1.2149	1.2393	45093836.0
2025-01-31 00:00:00	1.2392	1.248	1.2013	1.2049	38526331.2
2025-01-31 01:00:00	1.2051	1.2403	1.2027	1.2348	21639728.5
2025-01-31 02:00:00	1.2349	1.2503	1.2169	1.2249	27730465.7
2025-01-31 03:00:00	1.2248	1.2265	1.1936	1.207	24351663.2
2025-01-31 04:00:00	1.2069	1.2098	1.194	1.2018	14654075.4
2025-01-31 05:00:00	1.2019	1.2029	1.1758	1.1775	20403941.1
2025-01-31 06:00:00	1.1775	1.1923	1.1772	1.1833	12746025.6
2025-01-31 07:00:00	1.1833	1.1891	1.1701	1.1726	15650439.4
2025-01-31 08:00:00	1.1724	1.1907	1.1527	1.1539	30237120.1
2025-01-31 09:00:00	1.1538	1.1678	1.1318	1.1654	32592038.2
2025-01-31 10:00:00	1.1654	1.1723	1.155	1.1709	16084068.9
2025-01-31 11:00:00	1.171	1.1906	1.16	1.1622	19040348.5
2025-01-31 12:00:00	1.1621	1.188	1.1565	1.1858	20029300.7
2025-01-31 13:00:00	1.1859	1.199	1.1765	1.179	18498231.8
2025-01-31 14:00:00	1.1791	1.1897	1.1751	1.1809	11248034.0
2025-01-31 15:00:00	1.1809	1.1838	1.1659	1.1739	13129343.0
2025-01-31 16:00:00	1.1739	1.1823	1.1603	1.1628	13677514.5
2025-01-31 17:00:00	1.1629	1.1717	1.1568	1.1585	15095833.2
2025-01-31 18:00:00	1.1586	1.176	1.1561	1.1743	14614705.0
2025-01-31 19:00:00	1.1742	1.1877	1.1686	1.1837	12985927.2
2025-01-31 20:00:00	1.1836	1.2151	1.1813	1.209	28375719.9
2025-01-31 21:00:00	1.209	1.228	1.2013	1.2237	23338827.8
2025-01-31 22:00:00	1.2238	1.242	1.2207	1.2386	35145896.9
2025-01-31 23:00:00	1.2386	1.2489	1.2087	1.2186	41347357.9
2025-02-01 00:00:00	1.2187	1.2814	1.2187	1.2732	41935117.3
2025-02-01 01:00:00	1.2731	1.3039	1.2569	1.292	35138860.1
2025-02-01 02:00:00	1.2919	1.3173	1.2598	1.2632	37625782.4
2025-02-01 03:00:00	1.2632	1.2674	1.1086	1.1372	203891682.2
2025-02-01 04:00:00	1.1371	1.1987	1.1341	1.1813	86984536.6
2025-02-01 05:00:00	1.1813	1.187	1.1306	1.1457	60408752.2
2025-02-01 06:00:00	1.1457	1.1563	1.1161	1.1499	39430038.5
2025-02-01 07:00:00	1.15	1.157	1.1324	1.139	18997886.5
2025-02-01 08:00:00	1.1389	1.1505	1.1325	1.1351	12842795.4
2025-02-01 09:00:00	1.135	1.1523	1.13	1.1497	21648303.6
2025-02-01 10:00:00	1.1497	1.1758	1.1497	1.1628	16917845.2
2025-02-01 11:00:00	1.1628	1.164	1.1414	1.1472	15344425.1
2025-02-01 12:00:00	1.1471	1.152	1.1124	1.1203	24640063.7
2025-02-01 13:00:00	1.1203	1.1471	1.1126	1.1409	20884342.7
2025-02-01 14:00:00	1.1409	1.1449	1.1275	1.1308	14360887.3
2025-02-01 15:00:00	1.1308	1.132	1.1034	1.1226	22315117.6
2025-02-01 16:00:00	1.1225	1.1267	1.1093	1.1128	14389308.6
2025-02-01 17:00:00	1.1129	1.123	1.094	1.109	32142674.9
2025-02-01 18:00:00	1.109	1.1146	1.0844	1.0917	23130485.8
2025-02-01 19:00:00	1.0918	1.1106	1.0884	1.1029	19102251.1
