Open time	Open	High	Low	Close	Volume
2025-01-30 18:00:00	3.0985	3.1152	3.096	3.1088	13017868.0
2025-01-30 19:00:00	3.1088	3.1148	3.0955	3.1027	16280057.0
2025-01-30 20:00:00	3.1026	3.1083	3.0958	3.1012	14713321.9
2025-01-30 21:00:00	3.1012	3.1013	3.0819	3.0909	19225164.4
2025-01-30 22:00:00	3.0908	3.1054	3.0826	3.0967	19125581.9
2025-01-30 23:00:00	3.0967	3.1281	3.0906	3.1191	25727834.1
2025-01-31 00:00:00	3.1192	3.1535	3.1152	3.12	65159927.6
2025-01-31 01:00:00	3.1199	3.1357	3.1156	3.1225	19988437.3
2025-01-31 02:00:00	3.1226	3.1231	3.1062	3.1137	13887828.0
2025-01-31 03:00:00	3.1137	3.1304	3.097	3.1227	26619890.3
2025-01-31 04:00:00	3.1226	3.145	3.1133	3.1289	30935022.1
2025-01-31 05:00:00	3.1289	3.1394	3.113	3.118	18497480.5
2025-01-31 06:00:00	3.1179	3.1323	3.1175	3.1268	10661137.6
2025-01-31 07:00:00	3.1267	3.1419	3.1202	3.1341	11008640.7
2025-01-31 08:00:00	3.1341	3.1536	3.1255	3.127	21593286.4
2025-01-31 09:00:00	3.1269	3.1329	3.1045	3.1084	24087077.9
2025-01-31 10:00:00	3.1084	3.1142	3.099	3.1055	10975513.7
2025-01-31 11:00:00	3.1055	3.1087	3.0941	3.0987	14030416.4
2025-01-31 12:00:00	3.0987	3.0991	3.0804	3.0916	19916860.4
2025-01-31 13:00:00	3.0916	3.0917	3.0712	3.0753	21435596.6
2025-01-31 14:00:00	3.0753	3.0893	3.0745	3.0872	12687337.8
2025-01-31 15:00:00	3.0872	3.0978	3.0843	3.0895	10861336.4
2025-01-31 16:00:00	3.0894	3.0938	3.0682	3.0781	18698883.1
2025-01-31 17:00:00	3.078	3.0818	3.0568	3.0633	15870763.2
2025-01-31 18:00:00	3.0634	3.0798	3.0617	3.0794	14945152.9
2025-01-31 19:00:00	3.0794	3.0825	3.0692	3.0773	8607943.9
2025-01-31 20:00:00	3.0773	3.101	3.0742	3.0973	24134058.3
2025-01-31 21:00:00	3.0974	3.1122	3.0867	3.0943	24529651.2
2025-01-31 22:00:00	3.0943	3.1062	3.0908	3.094	18182764.0
2025-01-31 23:00:00	3.0939	3.1002	3.0695	3.082	27670804.9
2025-02-01 00:00:00	3.0821	3.1142	3.0813	3.0978	32787643.9
2025-02-01 01:00:00	3.0978	3.1033	3.0772	3.089	20095048.1
2025-02-01 02:00:00	3.089	3.0904	3.0738	3.074	13273009.5
2025-02-01 03:00:00	3.0741	3.0785	3.0127	3.0297	71394942.9
2025-02-01 04:00:00	3.0296	3.0486	3.0208	3.0304	36026612.0
2025-02-01 05:00:00	3.0304	3.0304	3.001	3.0175	37281822.3
2025-02-01 06:00:00	3.0175	3.035	3.0016	3.035	17410882.9
2025-02-01 07:00:00	3.035	3.0456	3.0259	3.0367	13722664.5
2025-02-01 08:00:00	3.0367	3.0418	3.0258	3.0347	9960544.2
2025-02-01 09:00:00	3.0347	3.0425	3.0244	3.0424	11262456.1
2025-02-01 10:00:00	3.0423	3.061	3.0403	3.0513	13851919.0
2025-02-01 11:00:00	3.0513	3.0713	3.0468	3.0569	12326867.3
2025-02-01 12:00:00	3.0569	3.058	3.0318	3.0393	14950783.6
2025-02-01 13:00:00	3.0394	3.0509	3.0345	3.042	11504913.1
2025-02-01 14:00:00	3.042	3.0564	3.041	3.0536	7520934.7
2025-02-01 15:00:00	3.0535	3.0536	3.0352	3.0479	10377150.5
2025-02-01 16:00:00	3.0478	3.0526	3.027	3.0301	12335585.1
2025-02-01 17:00:00	3.03	3.0386	3.0062	3.0245	26989940.3
2025-02-01 18:00:00	3.0245	3.0262	2.9432	2.9735	82117072.4
2025-02-01 19:00:00	2.9735	2.9911	2.9633	2.9645	30675047.9
2025-02-01 20:00:00	2.9646	2.9935	2.963	2.9927	16785307.4
2025-02-01 21:00:00	2.9926	3.0065	2.9852	2.9989	21390042.7
2025-02-01 22:00:00	2.9989	3.0008	2.9717	2.9751	22430425.5
2025-02-01 23:00:00	2.9751	2.988	2.9591	2.9607	24698669.6
2025-02-02 00:00:00	2.9607	2.9758	2.9488	2.9716	21662597.8
2025-02-02 01:00:00	2.9717	2.9863	2.9618	2.9635	18962956.2
2025-02-02 02:00:00	2.9636	2.9998	2.9635	2.9919	17926804.8
2025-02-02 03:00:00	2.992	2.9946	2.9615	2.9633	13779520.9
2025-02-02 04:00:00	2.9633	2.9655	2.9058	2.9367	48070118.9
2025-02-02 05:00:00	2.9367	2.9367	2.8978	2.9227	49291197.7
2025-02-02 06:00:00	2.9229	2.9431	2.9062	2.9109	27636300.7
2025-02-02 07:00:00	2.9109	2.9256	2.8625	2.8853	40475012.6
2025-02-02 08:00:00	2.8853	2.8986	2.8267	2.8768	71470638.3
2025-02-02 09:00:00	2.8767	2.9363	2.8734	2.927	44373423.1
2025-02-02 10:00:00	2.927	2.9533	2.9216	2.9363	29804784.0
2025-02-02 11:00:00	2.9364	2.9371	2.8797	2.8841	33011355.0
2025-02-02 12:00:00	2.8841	2.8989	2.826	2.8321	78760631.9
2025-02-02 13:00:00	2.8321	2.8624	2.8213	2.8383	41870742.3
2025-02-02 14:00:00	2.8384	2.9133	2.8349	2.8982	70467153.8
2025-02-02 15:00:00	2.8981	2.9263	2.8936	2.9008	25636822.8
2025-02-02 16:00:00	2.9009	2.9063	2.8635	2.8806	33392429.0
2025-02-02 17:00:00	2.8805	2.9139	2.8736	2.8999	25260996.1
2025-02-02 18:00:00	2.8999	2.9003	2.8787	2.8965	15426856.4
2025-02-02 19:00:00	2.8965	2.8992	2.8516	2.8628	31025749.9
2025-02-02 20:00:00	2.8627	2.8705	2.7812	2.7869	71858506.6
2025-02-02 21:00:00	2.787	2.8172	2.73	2.7329	82042921.5
2025-02-02 22:00:00	2.7329	2.8238	2.7329	2.819	69198445.7
2025-02-02 23:00:00	2.819	2.8484	2.8091	2.8193	51058331.6
2025-02-03 00:00:00	2.8193	2.8194	2.775	2.8098	45009315.8
2025-02-03 01:00:00	2.8099	2.8107	2.6878	2.711	95731349.3
2025-02-03 02:00:00	2.711	2.7319	2.522	2.5744	280778418.1
2025-02-03 03:00:00	2.5744	2.6265	2.5	2.5375	239571605.0
2025-02-03 04:00:00	2.5378	2.6996	2.5032	2.6672	199199159.1
2025-02-03 05:00:00	2.6672	2.7191	2.6236	2.6334	96786218.2
2025-02-03 06:00:00	2.6335	2.6453	2.572	2.6069	100673796.6
2025-02-03 07:00:00	2.6069	2.6522	2.4501	2.5818	149282038.3
2025-02-03 08:00:00	2.5817	2.5847	2.4718	2.5784	145596721.7
2025-02-03 09:00:00	2.5784	2.5797	2.1781	2.3941	574402222.7
